nombre_de_servicio_turistico,identificador_de_clasificacion,clasificacion,identificador_de_categoria,categoria,identificador_de_subcategoria,subcategoria,direccion,correo_electronico,sitio_web,telefono,codigo_de_departamento,codigo_de_provincia,codigo_de_distrito,nombre_de_departamento,nombre_de_provincia,nombre_de_distrito,ruc,siglas,nombre_de_empresa,fecha_de_registro_de_empresa,fecha_actualizacion_datos_de_empresa
Hotel Sol De Piura,2201,Establecimientos De Hospedaje,220101,Hoteles,22010104,H.2 Estrellas,Cl. Tacna 761,reservas@soldepiura.com,www.soldepiura.com,073 332395,20,01,01,Piura,Piura,Piura,20525889441,Hotel Sol De Piura,Inversiones Turisticas  Magan Srl,2011-04-08,2025-01-03
Alex Chopps,2204,Entretenimiento,220409,Bares/Pubs,220409,Bares/Pubs,A.V Sullana Con Moquegua 00013,nan,nan,973333019,20,01,01,Piura,Piura,Piura,10026192400,Alex Chopps,Nunez Saavedra Silvestre,2011-05-13,2025-01-04
Qori Inka Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Cl. Garcilaso 210, Int. 122 - C.C. Casa Del Abuelo",info@incatravel-agency.com    e-viajescusco@hotmail.com,www.incatravel-agency.com,929415454,08,01,01,Cusco,Cusco,Cusco,20491237440,Qori Inka Travel,Qori Inka Travel E.I.R.L.,2011-05-27,2025-01-28
Grandmare & Bungalows,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Antigua Panamericana Norte Km.1217,reservas@grandmare.com,www.grandmare.com,01 4373832,20,07,06,Piura,Talara,Mancora,20512921389,Grandmare & Bungalows,Marla S.A.C,2011-10-17,2025-01-04
Los Organos Beach,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Malecon Los Proceres 550 Los Organos,reservas@organosbeach.com,www.organosbeach.com,073 257033,20,07,05,Piura,Talara,Los Organos,20522481166,Los Organos Beach,Inversiones Y Servicios Turisticos Los Organos S.A.C.,2011-11-30,2025-01-04
Yuripari Tour Operador,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Jr. Plaza Mayor 329,informes@yuripari.com    reservas@yuripari.com,https://yuripari.com/es/,042 522563,22,09,01,San Martin,San Martin,Tarapoto,20493819721,Yuripari Tour Operador,Yuripari Amazon Forest S.A.C,2011-12-02,2025-01-23
Target Peru Expeditions,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Jr. Carlos Pinillos C-20, Urb. Velasco Astete",targetperutravel@gmail.com,www.targetperutravel.com,084 260513,08,01,08,Cusco,Cusco,Wanchaq,20490625837,Target Peru Expeditions,Target Peru Expeditions E.I.R.L.,2011-12-21,2025-01-29
Peru Adventure Trek,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Portal Panes 123, Of. 109 - C.C. Ruisenores",reservas@peruadventuretrek.com     info@peruadventuretrek.com,www.peruadventuretrek.com,990272027,08,01,01,Cusco,Cusco,Cusco,20490654772,Peru Adventure Trek,Viajes Y Servicios Peru Adventure Trek S.C.R.L,2012-03-02,2025-01-29
Peru Legendario,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Av. Luis Gonzales 1185,operaciones@perulegendario.com,www.perulegendario.com,963717038,14,01,01,Lambayeque,Chiclayo,Chiclayo,20487594246,Peru Legendario,Peru Legendario S.A.C.,2012-03-14,2025-01-17
Andean Culture,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Pje. San Jose U2-19, Urb. Ttio",reservas@andeanculture.com,www.andeanculture.com,084 782927,08,01,08,Cusco,Cusco,Wanchaq,20490529013,Andean Culture,Andean Culture Travel Agency E.I.R.L.,2012-05-10,2025-01-30
El Virrey,2201,Establecimientos De Hospedaje,220103,Hostales,22010302,Hs.2 Estrellas,Jr. 28 De Julio 634,hostalelvirrey1@gmail.com,,043 424864,02,01,01,Ancash,Huaraz,Huaraz,10316568977,El Virrey,Barreto Cuisano Ana Maria,2012-06-06,2025-01-22
El Virrey,2201,Establecimientos De Hospedaje,220101,Hoteles,22010104,H.2 Estrellas,Jr. 28 De Julio 634,hostalelvirrey1@gmail.com,,943499749,02,01,01,Ancash,Huaraz,Huaraz,10316568977,El Virrey,Barreto Cuisano Ana Maria,2012-06-06,2025-01-22
El Virrey,2201,Establecimientos De Hospedaje,220101,Hoteles,22010105,H.1 Estrella,Jr. 28 De Julio 634,hostalelvirrey1@gmail.com,,987374770,02,01,01,Ancash,Huaraz,Huaraz,10316568977,El Virrey,Barreto Cuisano Ana Maria,2012-06-06,2025-01-22
El Virrey,2201,Establecimientos De Hospedaje,220101,Hoteles,22010105,H.1 Estrella,Urb. Santa Cristina Mza. D4 Lote 20  (Frente Al Hospital Regional),hostalelvirrey1@gmail.com,,043 611011,02,18,09,Ancash,Santa,Nuevo Chimbote,10316568977,El Virrey,Barreto Cuisano Ana Maria,2012-06-06,2025-01-22
El Virrey,2201,Establecimientos De Hospedaje,220101,Hoteles,22010104,H.2 Estrellas,Urb. Santa Cristina Mza. D4 Lote 20  (Frente Al Hospital Regional),hostalelvirrey1@gmail.com,,943499749,02,18,09,Ancash,Santa,Nuevo Chimbote,10316568977,El Virrey,Barreto Cuisano Ana Maria,2012-06-06,2025-01-22
El Virrey,2201,Establecimientos De Hospedaje,220103,Hostales,22010302,Hs.2 Estrellas,Urb. Santa Cristina Mza. D4 Lote 20  (Frente Al Hospital Regional),hostalelvirrey1@gmail.com,,987374770,02,18,09,Ancash,Santa,Nuevo Chimbote,10316568977,El Virrey,Barreto Cuisano Ana Maria,2012-06-06,2025-01-22
El Virrey,2201,Establecimientos De Hospedaje,220103,Hostales,22010302,Hs.2 Estrellas,Jr. Caraz 903,hostalelvirrey1@gmail.com,,043 633105,02,01,01,Ancash,Huaraz,Huaraz,10316568977,El Virrey,Barreto Cuisano Ana Maria,2012-06-06,2025-01-22
El Virrey,2201,Establecimientos De Hospedaje,220101,Hoteles,22010104,H.2 Estrellas,Jr. Caraz 903,hostalelvirrey1@gmail.com,,943499749,02,01,01,Ancash,Huaraz,Huaraz,10316568977,El Virrey,Barreto Cuisano Ana Maria,2012-06-06,2025-01-22
El Virrey,2201,Establecimientos De Hospedaje,220101,Hoteles,22010105,H.1 Estrella,Jr. Caraz 903,hostalelvirrey1@gmail.com,,987374770,02,01,01,Ancash,Huaraz,Huaraz,10316568977,El Virrey,Barreto Cuisano Ana Maria,2012-06-06,2025-01-22
El Virrey,2201,Establecimientos De Hospedaje,220101,Hoteles,22010105,H.1 Estrella,Jr. Simon Bolivar 419,hostalelvirrey1@gmail.com,,043 426256,02,01,01,Ancash,Huaraz,Huaraz,10316568977,El Virrey,Barreto Cuisano Ana Maria,2012-06-06,2025-01-22
El Virrey,2201,Establecimientos De Hospedaje,220101,Hoteles,22010104,H.2 Estrellas,Jr. Simon Bolivar 419,hostalelvirrey1@gmail.com,,943499749,02,01,01,Ancash,Huaraz,Huaraz,10316568977,El Virrey,Barreto Cuisano Ana Maria,2012-06-06,2025-01-22
El Virrey,2201,Establecimientos De Hospedaje,220103,Hostales,22010302,Hs.2 Estrellas,Jr. Simon Bolivar 419,hostalelvirrey1@gmail.com,,987374770,02,01,01,Ancash,Huaraz,Huaraz,10316568977,El Virrey,Barreto Cuisano Ana Maria,2012-06-06,2025-01-22
Anabasis,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Pje. Santa Rosa A-8, San Blas",anabasisboutique@gmail.com    info@anabasis.pe,www.anabasis.pe,990962926,08,01,01,Cusco,Cusco,Cusco,20490585606,Anabasis,Anabasis S.R.L.,2012-07-03,2025-01-29
Aventuras Ecotrekperu,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cl. Oswaldo Baca 309 - Dpto. 601,info@aventurasecotrekperu.com,https://machupicchucusco.com.pe/,984562266,08,01,01,Cusco,Cusco,Cusco,20490266179,Aventuras Ecotrekperu,Aventuras Ecotrekperu E.I.R.L,2012-07-04,2025-01-24
Lucky Peru Tour,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,"Portal De Panes 123, Of. 203 - C.C. Los Ruisenores",luckyperutour@gmail.com,https://luckyperutour.com/,949757585,08,01,01,Cusco,Cusco,Cusco,20490628771,Lucky Peru Tour,Lucky Peru Tour E.I.R.L,2012-08-21,2025-01-29
Lucas Cusco Tours,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Urb. Pueblo Libertador G-6 (Al Lado Del Parque Cachi),lucascuscotours@hotmail.com    lucascuscotours@gmail.com,,984606284,08,01,05,Cusco,Cusco,San Sebastian,20490811975,Lucas Cusco Tours,Lucas Cusco Tours E.I.R.L.,2012-09-04,2025-01-28
Nc Travel Cusco,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Av. 28 De Julio, Pje. San Martin X2-16, Dpto. 201",info@nctravelcusco.com,www.nctravelcusco.com,984606757,08,01,01,Cusco,Cusco,Cusco,20490742558,Nc Travel Cusco,Nc Travel Cusco E.I.R.L.,2012-09-04,2025-01-29
Ruthbela Travel Tours,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Av. El Sol 603,ruthbelatraveltours@hotmail.com,,984228621,08,01,01,Cusco,Cusco,Cusco,20490716395,Ruthbela Travel Tours,Ruthbela Travel Tours E.I.R.L.,2012-09-04,2025-01-29
Ruthbela Travel Tours,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Jr. Jerusalen D-6,ruthbelatraveltours@hotmail.com,,984225524,08,01,06,Cusco,Cusco,Santiago,20490716395,Ruthbela Travel Tours,Ruthbela Travel Tours E.I.R.L.,2012-09-04,2025-01-29
Turismo Moche,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cl. Fco Quiroz Vega 140  Ag. Suazo (Remoto),info@turismomoche.com,,962 795 091,14,01,01,Lambayeque,Chiclayo,Chiclayo,10166629000,Turismo Moche,Silva Moreno Amparo Sysy,2012-09-04,2025-01-17
Valencia Travel Cusco,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Portal De Panes 123 Int. 306 - 307 (C.C Ruisenores),info@valenciatravelcusco.com,www.valenciatravelcusco.com,084 255907,08,01,01,Cusco,Cusco,Cusco,20490589857,Valencia Travel Cusco,Valencia Travel Agency S.A.C.,2012-09-04,2025-01-25
Zarahemla Tours,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Urb. Manahuanoncca Ll-18,zarahemlatours@hotmail.com    zarahemlatoursperu@gmail.com,,982618092,08,01,06,Cusco,Cusco,Santiago,20490292846,Zarahemla Tours,Zarahemla Tours Travel Y Adventure E.I.R.L.,2012-09-04,2025-01-31
Pap Adventures,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Cl. Sacsayhuaman H- 6, Urb. Manuel Prado",info@papadventures.com    ozziporcel@hotmail.com    info@ozzietravelperu.com,https://papadventures.com/,984767043,08,01,01,Cusco,Cusco,Cusco,20490084810,Pap Adventures,Peru Adventures Paradise S.R.L.,2012-09-06,2025-01-24
Giraldo'S Plaza,2201,Establecimientos De Hospedaje,220101,Hoteles,22010104,H.2 Estrellas,Av. Cabo Alberto Reyes 202,,,992638293,02,11,01,Ancash,Huarmey,Huarmey,10156650566,Giraldo'S Plaza,Giraldo Castillo Carmen Rosa,2012-09-12,2025-01-23
Hotel Cantones,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Jr. Manuel Villavicencio 197,hotel_chifa_canton@hotmail.com,,043 344388,02,18,01,Ancash,Santa,Chimbote,20569283753,Hotel Cantones,Hotel & Chifa Cantone'S E.I.R.L,2012-09-13,2025-01-07
Gran Hotel Chelsea,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Via Mza. A Lote. 01 - Urb. Buenos Aires I Etapa (Por Beto'S Chiken),granhotelchelsea@gmail.com,,043 310414,02,18,09,Ancash,Santa,Nuevo Chimbote,20531644043,Gran Hotel Chelsea,Inversiones Thasha E.I.R.L.,2012-09-14,2025-01-23
Aijin,2201,Establecimientos De Hospedaje,220103,Hostales,22010302,Hs.2 Estrellas,Jr. Villavicencio 717 - P.J. Bolivar Bajo,,,981196886,02,18,01,Ancash,Santa,Chimbote,10327976252,Aijin,Castillo Facho Nora Lani,2012-09-17,2025-01-30
Cruzero Del Sol,2201,Establecimientos De Hospedaje,220103,Hostales,22010302,Hs.2 Estrellas,Car. Panamericana Manzana- B; Lote-01 - Pi. Pq. In. Sullana Local De Megabalanza,hostalcruzero@hotmail.com,,073 491593,20,06,01,Piura,Sullana,Sullana,20525296971,Cruzero Del Sol,Cruzero Del Sol E.I.R.L.,2012-09-17,2025-01-04
Real Bolivar,2201,Establecimientos De Hospedaje,220103,Hostales,22010302,Hs.2 Estrellas,Jr. Manuel Villavicencio 944 - Casco Urbano,reservas.hotelrealbolivar@gmail.com,,934560819,02,18,01,Ancash,Santa,Chimbote,10327977402,Real Bolivar,Sucesion Indivisa Flores Arteaga Melanio,2012-09-18,2025-01-22
Casuarinas Inn,2201,Establecimientos De Hospedaje,220101,Hoteles,22010105,H.1 Estrella,Urb. Casuarinas Mz. M-1 Lt. 20,sanigrupogs@hotmail.com,,043 614289,02,18,09,Ancash,Santa,Nuevo Chimbote,20601672597,Casuarinas Inn,Sanigrupo Gs  S.R.Ltda.,2012-09-18,2025-01-24
Pacifico Adventures,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Av. Rivera Del Mar 137,reservas@pacificoadventures.com,www.pacificoadventures.com,073 257686,20,07,05,Piura,Talara,Los Organos,20525842640,Pacifico Adventures,Miam S.A.C.,2013-01-30,2025-01-04
Peru Andean Explorer,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Cl. Machupicchu 374, Dpto. 3B - Apv. Surihuaylla Grande",info@peruandeanexplorer.com,www.peruandeanexplorer.com,984483649,08,01,05,Cusco,Cusco,San Sebastian,20490972715,Peru Andean Explorer,Peru Andean Explorer Travel Specialist S.A.C.,2013-03-12,2025-01-28
Adventure Peru Tours,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Vallecito De Huancaro M-6, Urb. Bancopata",info@adventureperutours.com,https://adventureperutours.com/,984264702,08,01,06,Cusco,Cusco,Santiago,20490360868,Adventure Peru Tours,Adventure Peru Tour Operator S.A.C.,2013-03-19,2025-01-27
Peruvian Mistical,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,"Mariscal Gamarra 415, Segunda Etapa",peruvianmystical@gmail.com     peruvianmistical@hotmail.com,www.peruvianmistical.com,984934342,08,01,01,Cusco,Cusco,Cusco,20491091640,Peruvian Mistical,Agencia De Viajes Y Turismo Peruvian Mistical S.A.C.,2013-03-19,2025-01-28
Alpaca Expeditions,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Cl. Heladeros 157, Of. 24",info@alpacaexpeditions.com,www.alpacaexpeditions.com,084 254278,08,01,01,Cusco,Cusco,Cusco,20490768948,Alpaca Expeditions,Alpaca Expeditions E.I.R.L.,2013-03-19,2025-01-28
Ausangate Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Urb. Cantuta F-20,ausangatetravel@gmail.com,www.ausangatetravel.com,984756522,08,01,04,Cusco,Cusco,San Jeronimo,20490601903,Ausangate Travel,Ausangate Travel S.R.L.,2013-03-20,2025-01-29
Cusi Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cl. Union 140,info@cusitravel.com,www.cusitravel.com,985808035,08,01,01,Cusco,Cusco,Cusco,20491021439,Cusi Travel,Empresa Cusi Travel International S.C.R.L.,2013-03-21,2025-01-28
Fabulous Peru Tours,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Esquina Plaza San Francisco Con Cl. Meson De La Estrella,info@faulousperutours.com,https://fabulousperutours.com/es/inicio/,974795761,08,01,01,Cusco,Cusco,Cusco,20491172992,Fabulous Peru Tours,Fabulous Peru Tours E.I.R.L,2013-03-21,2025-01-28
Incas Connections,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,"Av. El Sol 345, Of. 2 Y 5 - C.C Ollanta",incasconnections@gmail.com,,084 239119,08,01,01,Cusco,Cusco,Cusco,20490571729,Incas Connections,Inca'S Connections Agencia De Viajes Turismo Y Hoteleria S.A.C.,2013-03-21,2025-01-29
Itc Peru Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Pje. Vilcanota V-1-5, Dpto. 101. Urb. Ttio",operaciones@itcperutravel.com     ajavier@itcperu.travel,https://itcperu.travel/,964363542,08,01,08,Cusco,Cusco,Wanchaq,20490636791,Itc Peru Travel,Inversiones En Turismo Coavoy Peru Travel E.I.R.L,2013-03-22,2025-01-29
Kantu Cusco Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Jr. Quispicanchis D-6-A,  Urb. Progreso",kantucusco@hotmail.com,,984846069,08,01,08,Cusco,Cusco,Wanchaq,20491065720,Kantu Cusco Travel,Kantu Cusco Travel S.R.L.,2013-03-22,2025-01-28
Kusikuy Tours,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Quinta Jardin 288,reservas@kusikuytours.com,www.kusikuytours.com,984943711,08,01,06,Cusco,Cusco,Santiago,20489994764,Kusikuy Tours,Kusikuy Tours S.R.L.,2013-03-22,2025-01-23
Mariposa Azul De Los Andes,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cl. Hospital 871,mariposastravel@hotmail.com,,980062070,08,01,01,Cusco,Cusco,Cusco,20490875515,Mariposa Azul De Los Andes,Mariposa Azul De Los Andes Servicios Turisticos E.I.R.L.,2013-03-22,2025-01-28
Mundo Turismo Peru,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,"Cl. Garcilaso 265, Of. 2",mundoturismoperu@gmail.com    mundoturismoperu@hotmail.com,,955695333,08,01,01,Cusco,Cusco,Cusco,20490751972,Mundo Turismo Peru,Mundo Turismo Peru S.R.L.,2013-03-25,2025-01-29
Peru Inka'S Collection,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Av. Circunvalacion O-1,jsalvador@peruinkascollection.com,,953761276,08,01,01,Cusco,Cusco,Cusco,20489992800,Peru Inka'S Collection,Peru Inka'S Collection S.R.L.,2013-03-25,2025-01-21
Travel & Healing,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Cl. San Martin A-6, Urb. El Trebol",info@travelandhealing.com,www.travelandhealing.com,984388775,08,01,05,Cusco,Cusco,San Sebastian,20491040573,Travel & Healing,Peru Travel Y Healing S.A.C.,2013-03-25,2025-01-28
Peru Trip Advisors,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Calle Andalucia 119 Int. 402 (Exclusivamente Digital),peru@peru-tripadvisors.com,www.peru-tripadvisors.com,01  7586308,15,01,22,Lima,Lima,Miraflores,20545517893,Peru Trip Advisors,Peru Trip Advisors S.A.C.,2013-03-25,2025-01-06
Peruvian Highland Trek Expedition,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Cl. San Andres 218, Int. 310",info@peruvianhighlandtrek.com,www.peruvianhighlandtrek.com,984020250,08,01,01,Cusco,Cusco,Cusco,20490094700,Peruvian Highland Trek Expedition,Peruvian Highland Trek Expedition E.I.R.L.,2013-03-25,2025-01-24
South Adventures Peru Tours,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Balconcillo Alto A-4,info@southadventureperutours.com     southadventuresperu@gmail.com,www.southadventureperutours.com,084 237678,08,01,01,Cusco,Cusco,Cusco,20490121871,South Adventures Peru Tours,South Adventures Peru Tours E.I.R.L.,2013-03-26,2025-01-30
Southern Peru Explorers,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Cl. Garcilaso 265, Int. 5.",info@southernperuexplorers.com,www.southernperuexplorers.com,984496050,08,01,01,Cusco,Cusco,Cusco,20490115553,Southern Peru Explorers,Southern Peru-Explorers E.I.R.L.,2013-03-26,2025-01-24
Peru Etico,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,C.P. Huayocari S/N (Carretera Cusco-Huayllabamba),info@peruetico.com,www.peruetico.com,992734196,08,13,03,Cusco,Urubamba,Huayllabamba,20490430823,Peru Etico,Viajes Responsables Peru Etico S.A.C.,2013-03-27,2025-01-29
Villa Tours,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Cl. Chihuampata 621,villatourscusco@gmail.com,,084 224538    981878224,08,01,01,Cusco,Cusco,Cusco,20491015030,Villa Tours,Villa Tours S.R.L.,2013-03-27,2025-01-28
Path Travel Peru,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Residencial Las Americas C1-A, Dpto. 602. Urb. Quispicanchi (Exclusivamente Digital)",reservas@pathtravelperu.com,www.pathtravelperu.com,984751244    984745990,08,01,01,Cusco,Cusco,Cusco,20490953842,Path Travel Peru,Willqui S.C.R.L.,2013-03-27,2025-01-28
Sumaq Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cl. Lima 488,sumaqtravel@gmail.com,,971336301,11,02,01,Ica,Chincha,Chincha Alta,10044330089,Sumaq Travel,Gala Lauffi Ruth Yracema,2013-04-10,2025-01-08
Yupi Peru,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Prolongacion Av. De La Cultura 1114, Int. 101",reservas@yupiperu.com,www.yupiperu.com,974793141,08,01,05,Cusco,Cusco,San Sebastian,20490032771,Yupi Peru,Yupi Adventure E.I.R.L.,2013-05-16,2025-01-23
Corporacion Chaponan Tours,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Cl. San Jose 755 Of. 15 (Presencial Y Digital),agenciachapo_@hotmail.com,www.chaponantours.com.pe,949 895 647,14,01,01,Lambayeque,Chiclayo,Chiclayo,20487849252,Corporacion Chaponan Tours,Corporacion Chaponan Tours S.A.C,2013-05-24,2025-01-17
Peru Hosting,2201,Establecimientos De Hospedaje,220101,Hoteles,22010104,H.2 Estrellas,"Cl. Santa Maria 212 , Urb.Santa Isabel",phostingpiura@hotmail.com,www.phosting.pe,073 302581,20,01,01,Piura,Piura,Piura,20526430078,Peru Hosting,Peru Hosting E.I.R.L,2013-08-20,2025-01-03
Las Cabanas De Antica,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,"Antigua Panamericana Norte Km 1212, Vichayito",reservas@lascabanasdeantica.com,www.lascabanasdeantica.com,994145796,20,07,05,Piura,Talara,Los Organos,20530062563,Las Cabanas De Antica,Cortemaggiore S.A.C,2013-08-26,2025-01-04
