NOMBRE DE SERVICIO TURÍSTICO;IDENTIFICADOR DE CLASIFICACIÓN;CLASIFICACIÓN;IDENTIFICADOR DE CATEGORÍA;CATEGORÍA;IDENTIFICADOR DE SUBCATEGORÍA;SUBCATEGORÍA;DIRECCIÓN;CORREO ELECTRÓNICO;SITIO WEB;TELÉFONO;CÓDIGO DE DEPARTAMENTO;CÓDIGO DE PROVINCIA;CÓDIGO DE DISTRITO;NOMBRE DE DEPARTAMENTO;NOMBRE DE PROVINCIA;NOMBRE DE DISTRITO;RUC;SIGLAS;NOMBRE DE EMPRESA;FECHA DE REGISTRO DE EMPRESA;FECHA ACTUALIZACIÓN DATOS DE EMPRESA
Rustica;2202;ALIMENTOS Y BEBIDAS;220202;Restaurantes comida Peruana;220202;Restaurantes comida Peruana;Playa Barranquito s/n Urb. Costa Verde  ;rustica@hellomarketing.pe;https://cartas.rclub.pe/tiendas;01  6807070   ;15;1;4;Lima;Lima;Barranco;20557123106;Rustica;Fundación Corporación Rústica;10/02/2011;29/01/2025
Rustica;2202;ALIMENTOS Y BEBIDAS;220202;Restaurantes comida Peruana;220202;Restaurantes comida Peruana;CC. Real Plaza Centro Cívico - Av. Inca Garcilaso de la Vega 1337 Int. 2172;rustica@hellomarketing.pe  ;https://cartas.rclub.pe/tiendas;01  6807070   ;15;1;1;Lima;Lima;Cercado de Lima;20557123106;Rustica;Fundación Corporación Rústica;10/02/2011;29/01/2025
Rustica;2202;ALIMENTOS Y BEBIDAS;220202;Restaurantes comida Peruana;220202;Restaurantes comida Peruana;Jr. Huallaga 140, frente a Palacio de Gobierno y costado de la Catedral de Lima;rustica@hellomarketing.pe;https://cartas.rclub.pe/tiendas;01  6807070   ;15;1;1;Lima;Lima;Cercado de Lima;20557123106;Rustica;Fundación Corporación Rústica;10/02/2011;29/01/2025
Rustica;2202;ALIMENTOS Y BEBIDAS;220202;Restaurantes comida Peruana;220202;Restaurantes comida Peruana;Av. Nicolas de Pierola 910   ;rustica@hellomarketing.pe;https://cartas.rclub.pe/tiendas;01  6807070   ;15;1;1;Lima;Lima;Cercado de Lima;20557123106;Rustica;Fundación Corporación Rústica;10/02/2011;29/01/2025
Hotel Sol de Piura;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010104;H.2 Estrellas;Cl. Tacna 761;reservas@soldepiura.com;www.soldepiura.com;073 332395;20;1;1;Piura;Piura;Piura;20525889441;Hotel Sol de Piura;Inversiones Turísticas  Magán SRL;8/04/2011;3/01/2025
Alex Chopps;2204;ENTRETENIMIENTO;220409;Bares/Pubs;220409;Bares/Pubs; A.v Sullana Con Moquegua 00013 ;;;973333019;20;1;1;Piura;Piura;Piura;10026192400;Alex Chopps;NUÑEZ SAAVEDRA SILVESTRE;13/05/2011;4/01/2025
Qori Inka Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Garcilaso 210, Int. 122 - C.C. Casa del Abuelo;info@incatravel-agency.com    e-viajescusco@hotmail.com;www.incatravel-agency.com;929415454;8;1;1;Cusco;Cusco;Cusco;20491237440;Qori Inka Travel;Qori Inka Travel E.I.R.L.;27/05/2011;28/01/2025
GrandMare & Bungalows;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;Antigua Panamericana Norte KM.1217;reservas@grandmare.com;www.grandmare.com; 01 4373832 ;20;7;6;Piura;Talara;Máncora;20512921389;GrandMare & Bungalows;Marla S.A.C;17/10/2011;4/01/2025
Los Órganos Beach;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;Malecón Los Próceres 550 Los Órganos;reservas@organosbeach.com;www.organosbeach.com; 073 257033;20;7;5;Piura;Talara;Los Órganos;20522481166;Los Órganos Beach;Inversiones y Servicios Turísticos Los Órganos S.A.C.;30/11/2011;4/01/2025
Yuripari Tour Operador;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Jr. Plaza Mayor 329; informes@yuripari.com    reservas@yuripari.com;https://yuripari.com/es/; 042 522563;22;9;1;San Martín;San Martín;Tarapoto;20493819721;Yuripari Tour Operador;Yuripari Amazon Forest S.A.C;2/12/2011;23/01/2025
Target Peru Expeditions;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Jr. Carlos Pinillos C-20, Urb. Velasco Astete;targetperutravel@gmail.com;www.targetperutravel.com; 084 260513;8;1;8;Cusco;Cusco;Wanchaq;20490625837;Target Peru Expeditions;Target Peru Expeditions E.I.R.L.;21/12/2011;29/01/2025
Perú Adventure Trek;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Portal Panes 123, Of. 109 - C.C. Ruiseñores;reservas@peruadventuretrek.com     info@peruadventuretrek.com;www.peruadventuretrek.com;990272027;8;1;1;Cusco;Cusco;Cusco;20490654772;Perú Adventure Trek;Viajes y Servicios Perú Adventure Trek S.C.R.L;2/03/2012;29/01/2025
Peru Legendario;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Av. Luis Gonzales 1185 ;operaciones@perulegendario.com;www.perulegendario.com;963717038;14;1;1;Lambayeque;Chiclayo;Chiclayo;20487594246;Peru Legendario;Peru Legendario S.A.C.;14/03/2012;17/01/2025
Andean Culture;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Pje. San José U2-19, Urb. Ttio;reservas@andeanculture.com;www.andeanculture.com ; 084 782927;8;1;8;Cusco;Cusco;Wanchaq;20490529013;Andean Culture;Andean Culture Travel Agency E.I.R.L.;10/05/2012;30/01/2025
El Virrey;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220103;Hostales;22010302;Hs.2 Estrellas;Jr. 28 de Julio 634 ;hostalelvirrey1@gmail.com; ; 043 424864 ;2;1;1;Áncash;Huaraz;Huaraz;10316568977;El Virrey;Barreto Cuisano Ana María;6/06/2012;22/01/2025
El Virrey;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010104;H.2 Estrellas;Jr. 28 de Julio 634 ;hostalelvirrey1@gmail.com; ;943499749;2;1;1;Áncash;Huaraz;Huaraz;10316568977;El Virrey;Barreto Cuisano Ana María;6/06/2012;22/01/2025
El Virrey;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010105;H.1 Estrella;Jr. 28 de Julio 634 ;hostalelvirrey1@gmail.com; ;987374770;2;1;1;Áncash;Huaraz;Huaraz;10316568977;El Virrey;Barreto Cuisano Ana María;6/06/2012;22/01/2025
El Virrey;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010105;H.1 Estrella;Urb. Santa Cristina Mza. D4 Lote 20  (Frente al Hospital Regional); hostalelvirrey1@gmail.com; ; 043 611011 ;2;18;9;Áncash;Santa;Nuevo Chimbote;10316568977;El Virrey;Barreto Cuisano Ana María;6/06/2012;22/01/2025
El Virrey;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010104;H.2 Estrellas;Urb. Santa Cristina Mza. D4 Lote 20  (Frente al Hospital Regional); hostalelvirrey1@gmail.com; ;943499749;2;18;9;Áncash;Santa;Nuevo Chimbote;10316568977;El Virrey;Barreto Cuisano Ana María;6/06/2012;22/01/2025
El Virrey;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220103;Hostales;22010302;Hs.2 Estrellas;Urb. Santa Cristina Mza. D4 Lote 20  (Frente al Hospital Regional); hostalelvirrey1@gmail.com; ;987374770;2;18;9;Áncash;Santa;Nuevo Chimbote;10316568977;El Virrey;Barreto Cuisano Ana María;6/06/2012;22/01/2025
El Virrey;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220103;Hostales;22010302;Hs.2 Estrellas;Jr. Caraz 903;hostalelvirrey1@gmail.com; ; 043 633105 ;2;1;1;Áncash;Huaraz;Huaraz;10316568977;El Virrey;Barreto Cuisano Ana María;6/06/2012;22/01/2025
El Virrey;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010104;H.2 Estrellas;Jr. Caraz 903;hostalelvirrey1@gmail.com; ;943499749;2;1;1;Áncash;Huaraz;Huaraz;10316568977;El Virrey;Barreto Cuisano Ana María;6/06/2012;22/01/2025
El Virrey;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010105;H.1 Estrella;Jr. Caraz 903;hostalelvirrey1@gmail.com; ;987374770;2;1;1;Áncash;Huaraz;Huaraz;10316568977;El Virrey;Barreto Cuisano Ana María;6/06/2012;22/01/2025
El Virrey;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010105;H.1 Estrella;Jr. Simón Bolivar 419;hostalelvirrey1@gmail.com; ; 043 426256;2;1;1;Áncash;Huaraz;Huaraz;10316568977;El Virrey;Barreto Cuisano Ana María;6/06/2012;22/01/2025
El Virrey;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010104;H.2 Estrellas;Jr. Simón Bolivar 419;hostalelvirrey1@gmail.com; ;943499749;2;1;1;Áncash;Huaraz;Huaraz;10316568977;El Virrey;Barreto Cuisano Ana María;6/06/2012;22/01/2025
El Virrey;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220103;Hostales;22010302;Hs.2 Estrellas;Jr. Simón Bolivar 419;hostalelvirrey1@gmail.com; ;987374770;2;1;1;Áncash;Huaraz;Huaraz;10316568977;El Virrey;Barreto Cuisano Ana María;6/06/2012;22/01/2025
Anabasis;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Pje. Santa Rosa A-8, San Blas;anabasisboutique@gmail.com    info@anabasis.pe;www.anabasis.pe;990962926;8;1;1;Cusco;Cusco;Cusco;20490585606;Anabasis;Anabasis S.R.L.;3/07/2012;29/01/2025
Aventuras Ecotrekperu;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Oswaldo Baca 309 - Dpto. 601;info@aventurasecotrekperu.com;https://machupicchucusco.com.pe/;984562266;8;1;1;Cusco;Cusco;Cusco;20490266179;Aventuras Ecotrekperu;Aventuras Ecotrekperu E.I.R.L;4/07/2012;24/01/2025
Lucky Perú Tour;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Portal de Panes 123, Of. 203 - C.C. Los Ruiseñores;luckyperutour@gmail.com;https://luckyperutour.com/;949757585;8;1;1;Cusco;Cusco;Cusco;20490628771;Lucky Perú Tour;Lucky Perú Tour E.I.R.L;21/08/2012;29/01/2025
Lucas Cusco Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Urb. Pueblo Libertador G-6 (al lado del Parque Cachi);lucascuscotours@hotmail.com    lucascuscotours@gmail.com; ;984606284;8;1;5;Cusco;Cusco;San Sebastián;20490811975;Lucas Cusco Tours;Lucas Cusco Tours E.I.R.L.;4/09/2012;28/01/2025
NC Travel Cusco;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Av. 28 de Julio, Pje. San Martín X2-16, Dpto. 201;info@nctravelcusco.com;www.nctravelcusco.com;984606757;8;1;1;Cusco;Cusco;Cusco;20490742558;NC Travel Cusco;NC Travel Cusco E.I.R.L.;4/09/2012;29/01/2025
Ruthbela Travel Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Av. El Sol 603;ruthbelatraveltours@hotmail.com; ;984228621;8;1;1;Cusco;Cusco;Cusco;20490716395;Ruthbela Travel Tours;Ruthbela Travel Tours E.I.R.L.;4/09/2012;29/01/2025
Ruthbela Travel Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Jr. Jerusalén D-6 ;ruthbelatraveltours@hotmail.com; ;984225524;8;1;6;Cusco;Cusco;Santiago;20490716395;Ruthbela Travel Tours;Ruthbela Travel Tours E.I.R.L.;4/09/2012;29/01/2025
Turismo Moche;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Fco Quiroz Vega 140  Ag. Suazo (Remoto) ;info@turismomoche.com; ;962 795 091;14;1;1;Lambayeque;Chiclayo;Chiclayo;10166629000;Turismo Moche;Silva Moreno Amparo Sysy;4/09/2012;17/01/2025
Valencia Travel Cusco;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Portal de Panes 123 Int. 306 - 307 (C.C Ruiseñores) ;info@valenciatravelcusco.com;www.valenciatravelcusco.com; 084 255907 ;8;1;1;Cusco;Cusco;Cusco;20490589857;Valencia Travel Cusco;Valencia Travel Agency S.A.C.;4/09/2012;25/01/2025
Zarahemla Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Urb. Manahuañoncca LL-18;zarahemlatours@hotmail.com    zarahemlatoursperu@gmail.com; ;982618092;8;1;6;Cusco;Cusco;Santiago;20490292846;Zarahemla Tours;Zarahemla Tours Travel y Adventure E.I.R.L.;4/09/2012;31/01/2025
PAP Adventures;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Sacsayhuaman H- 6, Urb. Manuel Prado; info@papadventures.com    ozziporcel@hotmail.com    info@ozzietravelperu.com;https://papadventures.com/;984767043;8;1;1;Cusco;Cusco;Cusco;20490084810;PAP Adventures;Perú Adventures Paradise S.R.L.;6/09/2012;24/01/2025
Giraldo´s Plaza;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010104;H.2 Estrellas;Av. Cabo Alberto Reyes 202; ; ;992638293;2;11;1;Áncash;Huarmey;Huarmey;10156650566;Giraldo´s Plaza;Giraldo Castillo Carmen Rosa;12/09/2012;23/01/2025
Hotel Cantones;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010103;H.3 Estrellas;Jr. Manuel Villavicencio 197;hotel_chifa_canton@hotmail.com; ; 043 344388;2;18;1;Áncash;Santa;Chimbote;20569283753;Hotel Cantones;Hotel & Chifa Cantone´s E.I.R.L;13/09/2012;7/01/2025
Gran Hotel Chelsea;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010103;H.3 Estrellas; Via Mza. A Lote. 01 - Urb. Buenos Aires I Etapa (Por Beto's Chiken) ;granhotelchelsea@gmail.com; ; 043 310414;2;18;9;Áncash;Santa;Nuevo Chimbote;20531644043;Gran Hotel Chelsea;Inversiones Thasha E.I.R.L.;14/09/2012;23/01/2025
Aijin;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220103;Hostales;22010302;Hs.2 Estrellas;Jr. Villavicencio 717 - P.J. Bolívar Bajo ; ;  ;981196886;2;18;1;Áncash;Santa;Chimbote;10327976252;Aijin;Castillo Facho Nora Lani;17/09/2012;30/01/2025
Cruzero Del Sol;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220103;Hostales;22010302;Hs.2 Estrellas;"Car. Panamericana Manzana- B; Lote-01 - Pi. Pq. In. Sullana Local De Megabalanza"; hostalcruzero@hotmail.com; ; 073 491593;20;6;1;Piura;Sullana;Sullana;20525296971;Cruzero Del Sol;Cruzero Del Sol E.I.R.L.;17/09/2012;4/01/2025
Real Bolivar;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220103;Hostales;22010302;Hs.2 Estrellas;Jr. Manuel Villavicencio 944 - Casco Urbano; reservas.hotelrealbolivar@gmail.com; ;934560819;2;18;1;Áncash;Santa;Chimbote;10327977402;Real Bolivar;Sucesión Indivisa Flores Arteaga Melanio;18/09/2012;22/01/2025
Casuarinas Inn;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010105;H.1 Estrella;Urb. Casuarinas Mz. M-1 Lt. 20;sanigrupogs@hotmail.com; ;043 614289;2;18;9;Áncash;Santa;Nuevo Chimbote;20601672597;Casuarinas Inn;Sanigrupo GS  S.R.Ltda.;18/09/2012;24/01/2025
Pacífico Adventures;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Av. Rivera del Mar 137;reservas@pacificoadventures.com;www.pacificoadventures.com; 073 257686;20;7;5;Piura;Talara;Los Órganos;20525842640;Pacífico Adventures;MIAM S.A.C.;30/01/2013;4/01/2025
Peru Andean Explorer;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Machupicchu 374, Dpto. 3B - APV. Surihuaylla Grande;info@peruandeanexplorer.com;www.peruandeanexplorer.com;984483649;8;1;5;Cusco;Cusco;San Sebastián;20490972715;Peru Andean Explorer;Perú Andean Explorer Travel Specialist S.A.C.;12/03/2013;28/01/2025
Adventure Perú Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Vallecito de Huancaro M-6, Urb. Bancopata;info@adventureperutours.com;https://adventureperutours.com/;984264702;8;1;6;Cusco;Cusco;Santiago;20490360868;Adventure Perú Tours;Adventure Perú Tour Operator S.A.C.;19/03/2013;27/01/2025
Peruvian Mistical;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Mariscal Gamarra 415, Segunda Etapa;peruvianmystical@gmail.com     peruvianmistical@hotmail.com;www.peruvianmistical.com;984934342;8;1;1;Cusco;Cusco;Cusco;20491091640;Peruvian Mistical;Agencia de Viajes y Turismo Peruvian Mistical S.A.C.;19/03/2013;28/01/2025
Alpaca Expeditions;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Heladeros 157, Of. 24;info@alpacaexpeditions.com;www.alpacaexpeditions.com; 084 254278;8;1;1;Cusco;Cusco;Cusco;20490768948;Alpaca Expeditions;Alpaca Expeditions E.I.R.L.;19/03/2013;28/01/2025
Ausangate Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Urb. Cantuta F-20;ausangatetravel@gmail.com;www.ausangatetravel.com;984756522;8;1;4;Cusco;Cusco;San Jerónimo;20490601903;Ausangate Travel;Ausangate Travel S.R.L.;20/03/2013;29/01/2025
Cusi Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Unión 140;info@cusitravel.com;www.cusitravel.com;985808035;8;1;1;Cusco;Cusco;Cusco;20491021439;Cusi Travel;Empresa Cusi Travel International S.C.R.L.;21/03/2013;28/01/2025
Fabulous Perú Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Esquina plaza San Francisco con Cl. Mesón de la Estrella;info@faulousperutours.com;https://fabulousperutours.com/es/inicio/;974795761;8;1;1;Cusco;Cusco;Cusco;20491172992;Fabulous Perú Tours;Fabulous Perú Tours E.I.R.L;21/03/2013;28/01/2025
Incas Connections;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Av. El Sol 345, Of. 2 y 5 - C.C Ollanta;incasconnections@gmail.com; ; 084 239119;8;1;1;Cusco;Cusco;Cusco;20490571729;Incas Connections;Inca's Connections Agencia de Viajes Turismo y Hotelería S.A.C.;21/03/2013;29/01/2025
ITC Perú Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Pje. Vilcanota V-1-5, Dpto. 101. Urb. Ttio ;operaciones@itcperutravel.com     ajavier@itcperu.travel;https://itcperu.travel/;964363542;8;1;8;Cusco;Cusco;Wanchaq;20490636791;ITC Perú Travel;Inversiones en Turismo Coavoy Perú Travel E.I.R.L;22/03/2013;29/01/2025
Kantu Cusco Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Jr. Quispicanchis D-6-A,  Urb. Progreso;kantucusco@hotmail.com; ;984846069;8;1;8;Cusco;Cusco;Wanchaq;20491065720;Kantu Cusco Travel;Kantu Cusco Travel S.R.L.;22/03/2013;28/01/2025
Kusikuy Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Quinta Jardín 288;reservas@kusikuytours.com;www.kusikuytours.com;984943711;8;1;6;Cusco;Cusco;Santiago;20489994764;Kusikuy Tours;Kusikuy Tours S.R.L.;22/03/2013;23/01/2025
Mariposa Azul de los Andes;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Hospital 871;mariposastravel@hotmail.com;   ;980062070;8;1;1;Cusco;Cusco;Cusco;20490875515;Mariposa Azul de los Andes;Mariposa Azul de los Andes Servicios Turísticos E.I.R.L.;22/03/2013;28/01/2025
Mundo Turismo Perú;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Cl. Garcilaso 265, Of. 2;mundoturismoperu@gmail.com    mundoturismoperu@hotmail.com; ;955695333;8;1;1;Cusco;Cusco;Cusco;20490751972;Mundo Turismo Perú;Mundo Turismo Perú S.R.L.;25/03/2013;29/01/2025
Perú Inka's Collection ;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Av. Circunvalación O-1;jsalvador@peruinkascollection.com; ;953761276;8;1;1;Cusco;Cusco;Cusco;20489992800;Perú Inka's Collection ;Peru Inka's Collection S.R.L.;25/03/2013;21/01/2025
Travel & Healing;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. San Martin A-6, Urb. El Trébol;info@travelandhealing.com;www.travelandhealing.com;984388775;8;1;5;Cusco;Cusco;San Sebastián;20491040573;Travel & Healing;Perú Travel y Healing S.A.C.;25/03/2013;28/01/2025
Peru Trip Advisors;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Calle Andalucía 119 Int. 402 (Exclusivamente Digital) ;peru@peru-tripadvisors.com;www.peru-tripadvisors.com;01  7586308;15;1;22;Lima;Lima;Miraflores;20545517893;Peru Trip Advisors;Peru Trip Advisors S.A.C.;25/03/2013;6/01/2025
Peruvian Highland Trek Expedition;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. San Andrés 218, Int. 310;info@peruvianhighlandtrek.com;www.peruvianhighlandtrek.com;984020250;8;1;1;Cusco;Cusco;Cusco;20490094700;Peruvian Highland Trek Expedition;Peruvian Highland Trek Expedition E.I.R.L.;25/03/2013;24/01/2025
South Adventures Perú Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Balconcillo Alto A-4;info@southadventureperutours.com     southadventuresperu@gmail.com;www.southadventureperutours.com; 084 237678;8;1;1;Cusco;Cusco;Cusco;20490121871;South Adventures Perú Tours;South Adventures Perú Tours E.I.R.L.;26/03/2013;30/01/2025
Southern Perú Explorers;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Garcilaso 265, Int. 5.;info@southernperuexplorers.com;www.southernperuexplorers.com;984496050;8;1;1;Cusco;Cusco;Cusco;20490115553;Southern Perú Explorers;Southern Perú-Explorers E.I.R.L.;26/03/2013;24/01/2025
Perú Ético;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;C.P. Huayocari S/N (Carretera Cusco-Huayllabamba);info@peruetico.com;www.peruetico.com;992734196;8;13;3;Cusco;Urubamba;Huayllabamba;20490430823;Perú Ético;Viajes Responsables Perú Ético S.A.C.;27/03/2013;29/01/2025
Villa Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Cl. Chihuampata 621;villatourscusco@gmail.com; ; 084 224538    981878224;8;1;1;Cusco;Cusco;Cusco;20491015030;Villa Tours;Villa Tours S.R.L.;27/03/2013;28/01/2025
Path Travel Perú;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Residencial Las Américas C1-A, Dpto. 602. Urb. Quispicanchi (Exclusivamente digital);reservas@pathtravelperu.com ;www.pathtravelperu.com; 984751244    984745990;8;1;1;Cusco;Cusco;Cusco;20490953842;Path Travel Perú;Willqui S.C.R.L.;27/03/2013;28/01/2025
Sumaq Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Lima 488;sumaqtravel@gmail.com;   ;971336301;11;2;1;Ica;Chincha;Chincha Alta;10044330089;Sumaq Travel;Gala Lauffi Ruth Yracema;10/04/2013;8/01/2025
Yupi Perú;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Prolongación Av. de la Cultura 1114, Int. 101;reservas@yupiperu.com;www.yupiperu.com;974793141;8;1;5;Cusco;Cusco;San Sebastián;20490032771;Yupi Perú;Yupi Adventure E.I.R.L.;16/05/2013;23/01/2025
Corporación Chapoñan Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Cl. San Jose 755 of. 15 (Presencial y Digital) ;agenciachapo_@hotmail.com;www.chapoñantours.com.pe;949 895 647;14;1;1;Lambayeque;Chiclayo;Chiclayo;20487849252;Corporación Chapoñan Tours;Corporación Chapoñan Tours S.A.C;24/05/2013;17/01/2025
Peru Hosting;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010104;H.2 Estrellas;Cl. Santa María 212 , Urb.Santa Isabel;phostingpiura@hotmail.com;www.phosting.pe;073 302581 ;20;1;1;Piura;Piura;Piura;20526430078;Peru Hosting;Peru Hosting E.I.R.L;20/08/2013;3/01/2025
Las Cabañas de Antica;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;Antigua Panamericana Norte Km 1212, Vichayito;reservas@lascabanasdeantica.com;www.lascabanasdeantica.com;994145796;20;7;5;Piura;Talara;Los Órganos;20530062563;Las Cabañas de Antica;Cortemaggiore S.A.C;26/08/2013;4/01/2025
Amaru Journey Peru;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Jr. 18 de Mayo G-1-7 Urb. Ttio;amarujourneyperu1@gmail.com;https://www.amarujourneyperu.com/administradores;984759421;8;1;8;Cusco;Cusco;Wanchaq;20491140284;Amaru Journey Peru;Atika Multiservicios E.I.R.L.;5/11/2013;27/01/2025
